 GRID IS READ
 METRIC IS CALCULATED
 INITIAL SOLUTION IS GENERATED
 HYDROSTATIC PRESSURE IS CALCULATED 
      52 0.253E+00 0.149E+00 0.165E+00 0.000E+00
      53 0.268E+00 0.358E+00 0.109E+00 0.000E+00
      54 0.224E+00 0.252E+00 0.169E+00 0.000E+00
      55 0.228E+00 0.308E+00 0.955E-01 0.000E+00
      56 0.211E+00 0.207E+00 0.840E-01 0.000E+00
      57 0.169E+00 0.117E+00 0.636E-01 0.000E+00
      58 0.134E+00 0.770E-01 0.115E+00 0.000E+00
      59 0.778E-01 0.944E-01 0.751E-01 0.000E+00
      60 0.614E-01 0.639E-01 0.722E-01 0.000E+00
      61 0.430E-01 0.712E-01 0.467E-01 0.000E+00
      62 0.519E-01 0.535E-01 0.351E-01 0.000E+00
      63 0.679E-01 0.812E-01 0.447E-01 0.000E+00
      64 0.610E-01 0.553E-01 0.304E-01 0.000E+00
      65 0.590E-01 0.777E-01 0.272E-01 0.000E+00
      66 0.495E-01 0.500E-01 0.466E-01 0.000E+00
      67 0.522E-01 0.942E-01 0.336E-01 0.000E+00
      68 0.451E-01 0.604E-01 0.314E-01 0.000E+00
      69 0.541E-01 0.591E-01 0.167E-01 0.000E+00
      70 0.495E-01 0.381E-01 0.353E-01 0.000E+00
      71 0.453E-01 0.608E-01 0.187E-01 0.000E+00
      72 0.364E-01 0.423E-01 0.319E-01 0.000E+00
      73 0.321E-01 0.458E-01 0.190E-01 0.000E+00
      74 0.288E-01 0.300E-01 0.262E-01 0.000E+00
      75 0.163E-01 0.328E-01 0.168E-01 0.000E+00
      76 0.128E-01 0.215E-01 0.162E-01 0.000E+00
      77 0.155E-01 0.200E-01 0.999E-02 0.000E+00
      78 0.138E-01 0.129E-01 0.651E-02 0.000E+00
      79 0.170E-01 0.296E-01 0.477E-02 0.000E+00
      80 0.176E-01 0.195E-01 0.450E-02 0.000E+00
      81 0.197E-01 0.367E-01 0.719E-02 0.000E+00
      82 0.182E-01 0.237E-01 0.514E-02 0.000E+00
      83 0.161E-01 0.337E-01 0.843E-02 0.000E+00
      84 0.144E-01 0.217E-01 0.888E-02 0.000E+00
      85 0.284E-01 0.303E-01 0.447E-01 0.000E+00
      86 0.317E-01 0.196E-01 0.180E-01 0.000E+00
      87 0.262E-01 0.246E-01 0.342E-01 0.000E+00
      88 0.222E-01 0.161E-01 0.391E-01 0.000E+00
      89 0.201E-01 0.209E-01 0.160E-01 0.000E+00
      90 0.155E-01 0.148E-01 0.216E-01 0.000E+00
      91 0.121E-01 0.236E-01 0.154E-01 0.000E+00
      92 0.107E-01 0.161E-01 0.184E-01 0.000E+00
      93 0.456E-02 0.228E-01 0.104E-01 0.000E+00
      94 0.515E-02 0.149E-01 0.757E-02 0.000E+00
      95 0.780E-02 0.110E-01 0.467E-02 0.000E+00
      96 0.810E-02 0.714E-02 0.434E-02 0.000E+00
      97 0.115E-01 0.144E-01 0.498E-02 0.000E+00
      98 0.111E-01 0.933E-02 0.511E-02 0.000E+00
      99 0.134E-01 0.140E-01 0.360E-02 0.000E+00
     100 0.125E-01 0.904E-02 0.819E-02 0.000E+00
     101 0.121E-01 0.103E-01 0.470E-02 0.000E+00
     102 0.101E-01 0.661E-02 0.759E-02 0.000E+00
     103 0.828E-02 0.923E-02 0.561E-02 0.000E+00
     104 0.687E-02 0.588E-02 0.940E-02 0.000E+00
     105 0.609E-02 0.118E-01 0.417E-02 0.000E+00
     106 0.465E-02 0.819E-02 0.634E-02 0.000E+00
     107 0.536E-02 0.838E-02 0.371E-02 0.000E+00
     108 0.515E-02 0.539E-02 0.423E-02 0.000E+00
     109 0.214E-02 0.608E-02 0.304E-02 0.000E+00
     110 0.186E-02 0.407E-02 0.288E-02 0.000E+00
     111 0.262E-02 0.542E-02 0.193E-02 0.000E+00
     112 0.269E-02 0.352E-02 0.122E-02 0.000E+00
     113 0.356E-02 0.562E-02 0.113E-02 0.000E+00
     114 0.333E-02 0.363E-02 0.142E-02 0.000E+00
     115 0.412E-02 0.524E-02 0.160E-02 0.000E+00
     116 0.380E-02 0.338E-02 0.103E-02 0.000E+00
     117 0.341E-02 0.500E-02 0.352E-02 0.000E+00
     118 0.320E-02 0.322E-02 0.217E-02 0.000E+00
     119 0.339E-02 0.400E-02 0.218E-02 0.000E+00
     120 0.316E-02 0.257E-02 0.194E-02 0.000E+00
     121 0.213E-02 0.283E-02 0.930E-03 0.000E+00
     122 0.185E-02 0.179E-02 0.962E-03 0.000E+00
     123 0.176E-02 0.176E-02 0.775E-03 0.000E+00
     124 0.177E-02 0.113E-02 0.585E-03 0.000E+00
     125 0.122E-02 0.316E-02 0.879E-03 0.000E+00
     126 0.109E-02 0.207E-02 0.720E-03 0.000E+00
     127 0.105E-02 0.315E-02 0.517E-03 0.000E+00
     128 0.109E-02 0.204E-02 0.449E-03 0.000E+00
     129 0.190E-02 0.269E-02 0.102E-02 0.000E+00
     130 0.161E-02 0.193E-02 0.723E-03 0.000E+00
     131 0.183E-02 0.384E-02 0.141E-02 0.000E+00
     132 0.160E-02 0.248E-02 0.723E-03 0.000E+00
     133 0.208E-02 0.306E-02 0.693E-03 0.000E+00
     134 0.210E-02 0.198E-02 0.829E-03 0.000E+00
     135 0.213E-02 0.277E-02 0.777E-03 0.000E+00
     136 0.179E-02 0.178E-02 0.769E-03 0.000E+00
     137 0.150E-02 0.210E-02 0.908E-03 0.000E+00
     138 0.147E-02 0.139E-02 0.104E-02 0.000E+00
     139 0.901E-03 0.173E-02 0.601E-03 0.000E+00
     140 0.900E-03 0.111E-02 0.460E-03 0.000E+00
     141 0.738E-03 0.103E-02 0.521E-03 0.000E+00
     142 0.636E-03 0.693E-03 0.421E-03 0.000E+00
     143 0.357E-03 0.879E-03 0.313E-03 0.000E+00
     144 0.361E-03 0.586E-03 0.348E-03 0.000E+00
     145 0.571E-03 0.617E-03 0.259E-03 0.000E+00
     146 0.570E-03 0.399E-03 0.251E-03 0.000E+00
     147 0.838E-03 0.901E-03 0.338E-03 0.000E+00
     148 0.806E-03 0.582E-03 0.224E-03 0.000E+00
     149 0.869E-03 0.948E-03 0.219E-03 0.000E+00
     150 0.791E-03 0.608E-03 0.243E-03 0.000E+00
     151 0.771E-03 0.738E-03 0.166E-03 0.000E+00
     152 0.649E-03 0.472E-03 0.205E-03 0.000E+00
     153 0.614E-03 0.812E-03 0.893E-04 0.000E+00
     154 0.542E-03 0.520E-03 0.129E-03 0.000E+00
     155 0.593E-03 0.641E-03 0.946E-04 0.000E+00
     156 0.501E-03 0.449E-03 0.133E-03 0.000E+00
     157 0.264E-03 0.598E-03 0.170E-03 0.000E+00
     158 0.225E-03 0.413E-03 0.182E-03 0.000E+00
     159 0.267E-03 0.475E-03 0.223E-03 0.000E+00
     160 0.303E-03 0.313E-03 0.151E-03 0.000E+00
     161 0.391E-03 0.346E-03 0.218E-03 0.000E+00
     162 0.376E-03 0.224E-03 0.127E-03 0.000E+00
     163 0.427E-03 0.461E-03 0.140E-03 0.000E+00
     164 0.385E-03 0.297E-03 0.110E-03 0.000E+00
     165 0.392E-03 0.585E-03 0.736E-04 0.000E+00
     166 0.320E-03 0.376E-03 0.106E-03 0.000E+00
     167 0.294E-03 0.423E-03 0.588E-04 0.000E+00
     168 0.241E-03 0.274E-03 0.734E-04 0.000E+00
     169 0.217E-03 0.218E-03 0.444E-04 0.000E+00
     170 0.163E-03 0.155E-03 0.540E-04 0.000E+00
     171 0.160E-03 0.185E-03 0.869E-04 0.000E+00
     172 0.149E-03 0.122E-03 0.643E-04 0.000E+00
     173 0.791E-04 0.266E-03 0.690E-04 0.000E+00
     174 0.925E-04 0.175E-03 0.718E-04 0.000E+00
     175 0.105E-03 0.308E-03 0.704E-04 0.000E+00
     176 0.103E-03 0.215E-03 0.585E-04 0.000E+00
     177 0.159E-03 0.363E-03 0.163E-03 0.000E+00
     178 0.186E-03 0.235E-03 0.889E-04 0.000E+00
     179 0.254E-03 0.345E-03 0.882E-04 0.000E+00
     180 0.255E-03 0.225E-03 0.114E-03 0.000E+00
     181 0.280E-03 0.417E-03 0.160E-03 0.000E+00
     182 0.242E-03 0.286E-03 0.115E-03 0.000E+00
     183 0.189E-03 0.202E-03 0.106E-03 0.000E+00
     184 0.126E-03 0.133E-03 0.246E-03 0.000E+00
     185 0.179E-03 0.221E-03 0.202E-03 0.000E+00
     186 0.172E-03 0.150E-03 0.174E-03 0.000E+00
     187 0.974E-04 0.253E-03 0.198E-03 0.000E+00
     188 0.729E-04 0.180E-03 0.135E-03 0.000E+00
     189 0.357E-04 0.363E-03 0.106E-03 0.000E+00
     190 0.513E-04 0.245E-03 0.618E-04 0.000E+00
     191 0.717E-04 0.249E-03 0.111E-03 0.000E+00
     192 0.548E-04 0.170E-03 0.599E-04 0.000E+00
     193 0.742E-04 0.316E-03 0.114E-03 0.000E+00
     194 0.726E-04 0.211E-03 0.839E-04 0.000E+00
     195 0.717E-04 0.240E-03 0.156E-03 0.000E+00
     196 0.728E-04 0.164E-03 0.804E-04 0.000E+00
     197 0.950E-04 0.188E-03 0.127E-03 0.000E+00
     198 0.105E-03 0.136E-03 0.815E-04 0.000E+00
     199 0.113E-03 0.121E-03 0.136E-03 0.000E+00
     200 0.933E-04 0.800E-04 0.795E-04 0.000E+00
     201 0.822E-04 0.141E-03 0.451E-04 0.000E+00
     202 0.783E-04 0.920E-04 0.391E-04 0.000E+00
     203 0.484E-04 0.656E-04 0.254E-04 0.000E+00
     204 0.357E-04 0.437E-04 0.276E-04 0.000E+00
     205 0.206E-04 0.897E-04 0.205E-04 0.000E+00
     206 0.198E-04 0.594E-04 0.193E-04 0.000E+00
     207 0.262E-04 0.677E-04 0.344E-04 0.000E+00
     208 0.280E-04 0.434E-04 0.260E-04 0.000E+00
     209 0.327E-04 0.437E-04 0.176E-04 0.000E+00
     210 0.266E-04 0.314E-04 0.158E-04 0.000E+00
     211 0.279E-04 0.435E-04 0.203E-04 0.000E+00
     212 0.238E-04 0.374E-04 0.185E-04 0.000E+00
     213 0.373E-04 0.514E-04 0.335E-04 0.000E+00
     214 0.327E-04 0.362E-04 0.229E-04 0.000E+00
     215 0.373E-04 0.416E-04 0.193E-04 0.000E+00
     216 0.347E-04 0.273E-04 0.293E-04 0.000E+00
     217 0.303E-04 0.405E-04 0.172E-04 0.000E+00
     218 0.261E-04 0.293E-04 0.247E-04 0.000E+00
     219 0.252E-04 0.275E-04 0.163E-04 0.000E+00
     220 0.227E-04 0.218E-04 0.130E-04 0.000E+00
     221 0.187E-04 0.201E-04 0.103E-04 0.000E+00
     222 0.180E-04 0.242E-04 0.167E-04 0.000E+00
     223 0.103E-04 0.184E-04 0.121E-04 0.000E+00
     224 0.107E-04 0.181E-04 0.114E-04 0.000E+00
     225 0.158E-04 0.178E-04 0.127E-04 0.000E+00
     226 0.150E-04 0.220E-04 0.121E-04 0.000E+00
     227 0.155E-04 0.262E-04 0.153E-04 0.000E+00
     228 0.185E-04 0.254E-04 0.178E-04 0.000E+00
     229 0.178E-04 0.215E-04 0.146E-04 0.000E+00
     230 0.164E-04 0.181E-04 0.191E-04 0.000E+00
     231 0.198E-04 0.232E-04 0.166E-04 0.000E+00
     232 0.188E-04 0.185E-04 0.130E-04 0.000E+00
     233 0.228E-04 0.158E-04 0.153E-04 0.000E+00
     234 0.179E-04 0.150E-04 0.147E-04 0.000E+00
     235 0.190E-04 0.160E-04 0.121E-04 0.000E+00
     236 0.160E-04 0.173E-04 0.109E-04 0.000E+00
     237 0.165E-04 0.193E-04 0.131E-04 0.000E+00
     238 0.145E-04 0.253E-04 0.146E-04 0.000E+00
     239 0.103E-04 0.192E-04 0.133E-04 0.000E+00
     240 0.988E-05 0.192E-04 0.127E-04 0.000E+00
     241 0.832E-05 0.169E-04 0.132E-04 0.000E+00
     242 0.761E-05 0.149E-04 0.103E-04 0.000E+00
     243 0.107E-04 0.226E-04 0.907E-05 0.000E+00
     244 0.938E-05 0.272E-04 0.106E-04 0.000E+00
     245 0.124E-04 0.277E-04 0.946E-05 0.000E+00
     246 0.102E-04 0.278E-04 0.135E-04 0.000E+00
     247 0.116E-04 0.229E-04 0.114E-04 0.000E+00
     248 0.115E-04 0.229E-04 0.903E-05 0.000E+00
     249 0.124E-04 0.158E-04 0.984E-05 0.000E+00
     250 0.123E-04 0.138E-04 0.116E-04 0.000E+00
     251 0.127E-04 0.202E-04 0.108E-04 0.000E+00
     252 0.120E-04 0.201E-04 0.984E-05 0.000E+00
     253 0.141E-04 0.169E-04 0.123E-04 0.000E+00
     254 0.826E-05 0.194E-04 0.906E-05 0.000E+00
     255 0.901E-05 0.181E-04 0.108E-04 0.000E+00
     256 0.901E-05 0.181E-04 0.888E-05 0.000E+00
     257 0.105E-04 0.185E-04 0.113E-04 0.000E+00
     258 0.122E-04 0.184E-04 0.104E-04 0.000E+00
     259 0.985E-05 0.199E-04 0.117E-04 0.000E+00
     260 0.892E-05 0.199E-04 0.107E-04 0.000E+00
     261 0.771E-05 0.183E-04 0.978E-05 0.000E+00
     262 0.820E-05 0.183E-04 0.102E-04 0.000E+00
     263 0.784E-05 0.205E-04 0.113E-04 0.000E+00
     264 0.799E-05 0.178E-04 0.845E-05 0.000E+00
     265 0.931E-05 0.167E-04 0.117E-04 0.000E+00
     266 0.931E-05 0.166E-04 0.123E-04 0.000E+00
     267 0.954E-05 0.242E-04 0.143E-04 0.000E+00
     268 0.731E-05 0.254E-04 0.102E-04 0.000E+00
     269 0.817E-05 0.212E-04 0.141E-04 0.000E+00
     270 0.846E-05 0.166E-04 0.845E-05 0.000E+00
     271 0.728E-05 0.170E-04 0.106E-04 0.000E+00
     272 0.714E-05 0.170E-04 0.779E-05 0.000E+00
     273 0.788E-05 0.150E-04 0.109E-04 0.000E+00
     274 0.782E-05 0.131E-04 0.120E-04 0.000E+00
     275 0.975E-05 0.239E-04 0.156E-04 0.000E+00
     276 0.966E-05 0.240E-04 0.909E-05 0.000E+00
     277 0.103E-04 0.247E-04 0.109E-04 0.000E+00
     278 0.960E-05 0.247E-04 0.102E-04 0.000E+00
     279 0.931E-05 0.176E-04 0.140E-04 0.000E+00
     280 0.950E-05 0.176E-04 0.108E-04 0.000E+00
     281 0.976E-05 0.183E-04 0.152E-04 0.000E+00
     282 0.100E-04 0.183E-04 0.141E-04 0.000E+00
     283 0.954E-05 0.202E-04 0.122E-04 0.000E+00
     284 0.924E-05 0.201E-04 0.949E-05 0.000E+00
     285 0.885E-05 0.171E-04 0.138E-04 0.000E+00
     286 0.755E-05 0.171E-04 0.864E-05 0.000E+00
     287 0.829E-05 0.217E-04 0.112E-04 0.000E+00
     288 0.813E-05 0.217E-04 0.918E-05 0.000E+00
     289 0.791E-05 0.162E-04 0.135E-04 0.000E+00
     290 0.771E-05 0.163E-04 0.118E-04 0.000E+00
     291 0.701E-05 0.200E-04 0.100E-04 0.000E+00
     292 0.713E-05 0.156E-04 0.923E-05 0.000E+00
     293 0.128E-04 0.153E-04 0.127E-04 0.000E+00
     294 0.127E-04 0.178E-04 0.108E-04 0.000E+00
     295 0.984E-05 0.157E-04 0.153E-04 0.000E+00
     296 0.916E-05 0.157E-04 0.159E-04 0.000E+00
     297 0.662E-05 0.217E-04 0.136E-04 0.000E+00
     298 0.701E-05 0.217E-04 0.878E-05 0.000E+00
     299 0.783E-05 0.160E-04 0.113E-04 0.000E+00
     300 0.811E-05 0.160E-04 0.984E-05 0.000E+00
     301 0.732E-05 0.192E-04 0.900E-05 0.000E+00
     302 0.684E-05 0.192E-04 0.851E-05 0.000E+00
     303 0.872E-05 0.280E-04 0.146E-04 0.000E+00
     304 0.978E-05 0.280E-04 0.159E-04 0.000E+00
     305 0.103E-04 0.172E-04 0.105E-04 0.000E+00
     306 0.100E-04 0.169E-04 0.108E-04 0.000E+00
     307 0.110E-04 0.184E-04 0.185E-04 0.000E+00
     308 0.110E-04 0.183E-04 0.191E-04 0.000E+00
     309 0.806E-05 0.175E-04 0.191E-04 0.000E+00
     310 0.106E-04 0.175E-04 0.191E-04 0.000E+00
     311 0.103E-04 0.194E-04 0.140E-04 0.000E+00
     312 0.851E-05 0.195E-04 0.127E-04 0.000E+00
     313 0.851E-05 0.220E-04 0.118E-04 0.000E+00
     314 0.901E-05 0.163E-04 0.810E-05 0.000E+00
     315 0.709E-05 0.279E-04 0.178E-04 0.000E+00
     316 0.720E-05 0.278E-04 0.159E-04 0.000E+00
     317 0.848E-05 0.142E-04 0.120E-04 0.000E+00
     318 0.825E-05 0.142E-04 0.825E-05 0.000E+00
     319 0.923E-05 0.275E-04 0.903E-05 0.000E+00
     320 0.872E-05 0.275E-04 0.903E-05 0.000E+00
     321 0.119E-04 0.203E-04 0.102E-04 0.000E+00
     322 0.117E-04 0.203E-04 0.984E-05 0.000E+00
     323 0.744E-05 0.160E-04 0.857E-05 0.000E+00
     324 0.742E-05 0.160E-04 0.779E-05 0.000E+00
     325 0.885E-05 0.203E-04 0.899E-05 0.000E+00
     326 0.921E-05 0.203E-04 0.833E-05 0.000E+00
     327 0.744E-05 0.191E-04 0.102E-04 0.000E+00
     328 0.783E-05 0.191E-04 0.101E-04 0.000E+00
     329 0.912E-05 0.217E-04 0.100E-04 0.000E+00
     330 0.894E-05 0.217E-04 0.847E-05 0.000E+00
     331 0.121E-04 0.194E-04 0.146E-04 0.000E+00
     332 0.121E-04 0.156E-04 0.134E-04 0.000E+00
     333 0.925E-05 0.243E-04 0.108E-04 0.000E+00
     334 0.117E-04 0.157E-04 0.959E-05 0.000E+00
     335 0.901E-05 0.193E-04 0.108E-04 0.000E+00
     336 0.880E-05 0.192E-04 0.842E-05 0.000E+00
     337 0.154E-04 0.213E-04 0.131E-04 0.000E+00
     338 0.149E-04 0.192E-04 0.903E-05 0.000E+00
     339 0.917E-05 0.125E-04 0.118E-04 0.000E+00
     340 0.864E-05 0.139E-04 0.109E-04 0.000E+00
     341 0.109E-04 0.250E-04 0.925E-05 0.000E+00
     342 0.109E-04 0.250E-04 0.859E-05 0.000E+00
     343 0.871E-05 0.220E-04 0.103E-04 0.000E+00
     344 0.842E-05 0.220E-04 0.921E-05 0.000E+00
     345 0.725E-05 0.185E-04 0.139E-04 0.000E+00
     346 0.738E-05 0.185E-04 0.127E-04 0.000E+00
     347 0.109E-04 0.224E-04 0.816E-05 0.000E+00
     348 0.108E-04 0.224E-04 0.103E-04 0.000E+00
     349 0.827E-05 0.212E-04 0.115E-04 0.000E+00
     350 0.827E-05 0.213E-04 0.115E-04 0.000E+00
     351 0.110E-04 0.136E-04 0.149E-04 0.000E+00
     352 0.105E-04 0.136E-04 0.112E-04 0.000E+00
     353 0.840E-05 0.193E-04 0.104E-04 0.000E+00
     354 0.713E-05 0.194E-04 0.885E-05 0.000E+00
     355 0.842E-05 0.166E-04 0.114E-04 0.000E+00
     356 0.800E-05 0.166E-04 0.103E-04 0.000E+00
     357 0.707E-05 0.204E-04 0.944E-05 0.000E+00
     358 0.688E-05 0.204E-04 0.743E-05 0.000E+00
     359 0.933E-05 0.233E-04 0.113E-04 0.000E+00
     360 0.955E-05 0.234E-04 0.101E-04 0.000E+00
     361 0.817E-05 0.170E-04 0.127E-04 0.000E+00
     362 0.986E-05 0.158E-04 0.966E-05 0.000E+00
     363 0.810E-05 0.227E-04 0.108E-04 0.000E+00
     364 0.792E-05 0.227E-04 0.963E-05 0.000E+00
     365 0.835E-05 0.194E-04 0.886E-05 0.000E+00
     366 0.815E-05 0.194E-04 0.736E-05 0.000E+00
     367 0.751E-05 0.181E-04 0.113E-04 0.000E+00
     368 0.765E-05 0.181E-04 0.743E-05 0.000E+00
     369 0.793E-05 0.257E-04 0.102E-04 0.000E+00
     370 0.816E-05 0.255E-04 0.102E-04 0.000E+00
     371 0.821E-05 0.217E-04 0.959E-05 0.000E+00
     372 0.872E-05 0.215E-04 0.790E-05 0.000E+00
     373 0.725E-05 0.212E-04 0.119E-04 0.000E+00
     374 0.779E-05 0.211E-04 0.119E-04 0.000E+00
     375 0.853E-05 0.212E-04 0.113E-04 0.000E+00
     376 0.795E-05 0.212E-04 0.873E-05 0.000E+00
     377 0.746E-05 0.207E-04 0.120E-04 0.000E+00
     378 0.705E-05 0.206E-04 0.991E-05 0.000E+00
     379 0.702E-05 0.168E-04 0.157E-04 0.000E+00
     380 0.704E-05 0.168E-04 0.845E-05 0.000E+00
     381 0.149E-04 0.159E-04 0.126E-04 0.000E+00
     382 0.149E-04 0.159E-04 0.107E-04 0.000E+00
     383 0.812E-05 0.169E-04 0.223E-04 0.000E+00
     384 0.854E-05 0.171E-04 0.119E-04 0.000E+00
     385 0.909E-05 0.177E-04 0.121E-04 0.000E+00
     386 0.891E-05 0.194E-04 0.121E-04 0.000E+00
     387 0.124E-04 0.168E-04 0.985E-05 0.000E+00
     388 0.117E-04 0.164E-04 0.863E-05 0.000E+00
     389 0.719E-05 0.209E-04 0.118E-04 0.000E+00
     390 0.719E-05 0.209E-04 0.101E-04 0.000E+00
     391 0.671E-05 0.122E-04 0.852E-05 0.000E+00
     392 0.719E-05 0.119E-04 0.765E-05 0.000E+00
     393 0.715E-05 0.298E-04 0.995E-05 0.000E+00
     394 0.725E-05 0.299E-04 0.993E-05 0.000E+00
     395 0.815E-05 0.224E-04 0.923E-05 0.000E+00
     396 0.815E-05 0.166E-04 0.817E-05 0.000E+00
     397 0.683E-05 0.153E-04 0.103E-04 0.000E+00
     398 0.717E-05 0.153E-04 0.103E-04 0.000E+00
     399 0.689E-05 0.249E-04 0.923E-05 0.000E+00
     400 0.765E-05 0.250E-04 0.785E-05 0.000E+00
     401 0.857E-05 0.209E-04 0.906E-05 0.000E+00
     402 0.874E-05 0.209E-04 0.906E-05 0.000E+00
     403 0.720E-05 0.261E-04 0.119E-04 0.000E+00
     404 0.724E-05 0.261E-04 0.102E-04 0.000E+00
     405 0.692E-05 0.184E-04 0.102E-04 0.000E+00
     406 0.686E-05 0.183E-04 0.102E-04 0.000E+00
     407 0.718E-05 0.194E-04 0.959E-05 0.000E+00
     408 0.711E-05 0.176E-04 0.892E-05 0.000E+00
     409 0.104E-04 0.225E-04 0.892E-05 0.000E+00
     410 0.104E-04 0.225E-04 0.892E-05 0.000E+00
     411 0.831E-05 0.257E-04 0.764E-05 0.000E+00
     412 0.831E-05 0.259E-04 0.764E-05 0.000E+00
     413 0.691E-05 0.276E-04 0.821E-05 0.000E+00
     414 0.786E-05 0.276E-04 0.861E-05 0.000E+00
     415 0.875E-05 0.277E-04 0.127E-04 0.000E+00
     416 0.840E-05 0.276E-04 0.127E-04 0.000E+00
     417 0.847E-05 0.227E-04 0.108E-04 0.000E+00
     418 0.832E-05 0.227E-04 0.108E-04 0.000E+00
     419 0.811E-05 0.224E-04 0.102E-04 0.000E+00
     420 0.828E-05 0.225E-04 0.102E-04 0.000E+00
     421 0.824E-05 0.224E-04 0.127E-04 0.000E+00
     422 0.833E-05 0.224E-04 0.773E-05 0.000E+00
     423 0.839E-05 0.227E-04 0.933E-05 0.000E+00
     424 0.827E-05 0.227E-04 0.724E-05 0.000E+00
     425 0.780E-05 0.197E-04 0.102E-04 0.000E+00
     426 0.814E-05 0.197E-04 0.102E-04 0.000E+00
     427 0.140E-04 0.172E-04 0.134E-04 0.000E+00
     428 0.135E-04 0.172E-04 0.127E-04 0.000E+00
     429 0.855E-05 0.179E-04 0.121E-04 0.000E+00
     430 0.839E-05 0.178E-04 0.764E-05 0.000E+00
     431 0.850E-05 0.310E-04 0.101E-04 0.000E+00
     432 0.857E-05 0.255E-04 0.803E-05 0.000E+00
     433 0.844E-05 0.175E-04 0.127E-04 0.000E+00
     434 0.872E-05 0.158E-04 0.113E-04 0.000E+00
     435 0.729E-05 0.235E-04 0.932E-05 0.000E+00
     436 0.744E-05 0.268E-04 0.754E-05 0.000E+00
     437 0.805E-05 0.233E-04 0.116E-04 0.000E+00
     438 0.816E-05 0.199E-04 0.102E-04 0.000E+00
     439 0.842E-05 0.194E-04 0.113E-04 0.000E+00
     440 0.819E-05 0.194E-04 0.117E-04 0.000E+00
     441 0.732E-05 0.176E-04 0.975E-05 0.000E+00
     442 0.881E-05 0.176E-04 0.903E-05 0.000E+00
     443 0.723E-05 0.180E-04 0.105E-04 0.000E+00
     444 0.781E-05 0.179E-04 0.852E-05 0.000E+00
     445 0.867E-05 0.272E-04 0.105E-04 0.000E+00
     446 0.879E-05 0.272E-04 0.896E-05 0.000E+00
