 ##COLUMNS(11): PHTIME,ITIME,TAUPHS,ITER,
 RESMC,RESMX,RESMY,RESMZ,RESMTEM,RESMEPS,RESMTKE
   0.100000E+00       1   0.100000E+00      50   0.724905E+00   0.335423E-01   0.927689E-01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.200000E+00       2   0.100000E+00      50   0.533651E-01  -0.555333E+00  -0.657256E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.300000E+00       3   0.100000E+00      50  -0.817345E+00  -0.143025E+01  -0.148037E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.400000E+00       4   0.100000E+00      50  -0.560041E+00  -0.123354E+01  -0.123027E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.500000E+00       5   0.100000E+00      50  -0.138113E+01  -0.185130E+01  -0.201165E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.600000E+00       6   0.100000E+00      50  -0.210742E+01  -0.226478E+01  -0.243412E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.700000E+00       7   0.100000E+00      50  -0.266217E+01  -0.301050E+01  -0.327134E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.800000E+00       8   0.100000E+00      50  -0.341408E+01  -0.363652E+01  -0.398628E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.900000E+00       9   0.100000E+00      50  -0.382729E+01  -0.402537E+01  -0.395377E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.100000E+01      10   0.100000E+00      50  -0.374795E+01  -0.382339E+01  -0.369079E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.110000E+01      11   0.100000E+00      50  -0.349281E+01  -0.396861E+01  -0.417627E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.120000E+01      12   0.100000E+00      50  -0.365185E+01  -0.406458E+01  -0.428030E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.130000E+01      13   0.100000E+00      50  -0.380130E+01  -0.415549E+01  -0.436791E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.140000E+01      14   0.100000E+00      50  -0.387008E+01  -0.421300E+01  -0.449686E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.150000E+01      15   0.100000E+00      50  -0.394606E+01  -0.430207E+01  -0.452638E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.160000E+01      16   0.100000E+00      50  -0.402096E+01  -0.434479E+01  -0.449012E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.170000E+01      17   0.100000E+00      50  -0.408163E+01  -0.439264E+01  -0.460888E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.180000E+01      18   0.100000E+00      50  -0.412120E+01  -0.439366E+01  -0.461384E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
